date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:25	22662/22662	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2007:31:24%20GMT	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ	C:/Users/user/Desktop/GAMING/DC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/indexb7e9.html	(from )
15:31:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Sep%202024%2007:31:23%20GMT	https://techpenpen.com/robots.txt		(from )
15:31:25	12662/12662	---M--	200	added ('OK')	image/png	etag:%2251227bbd73e2d5e3a78d4a813f66a864%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/TapTapMe.png	C:/Users/user/Desktop/GAMING/DC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/TapTapMe.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:25	163885/163885	---MCZ	200	added ('OK')	text/css	etag:W/%22bec8e2bcc17c02ac55462f6c2b28d5ff%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/css/bootstrap.min9e7a.css?v=1655172052	C:/Users/user/Desktop/GAMING/DC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/css/bootstrap.min9e7a9e7a.css	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:26	103009/103009	---M-Z	200	added ('OK')	text/css	etag:%22660cc074-5556%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.2/css/all.min.css	C:/Users/user/Desktop/GAMING/DC88/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.2/css/all.min.css	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:26	28461/28461	---MCZ	200	added ('OK')	text/css	etag:W/%220eaf017a15a1599a4c8cc5641cbccf2a%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/css/custom5905.css?v=1718154917	C:/Users/user/Desktop/GAMING/DC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/css/custom59055905.css	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2013%20Sep%202024%2007:31:25%20GMT	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/index.html	C:/Users/user/Desktop/GAMING/DC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/index.html	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:27	22662/22662	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2007:31:26%20GMT	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/	C:/Users/user/Desktop/GAMING/DC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/index.html	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:27	319/319	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219f-5f55618357187-gzip%22	https://zenacentre.com/backbutton/mb8myc/rolfix.js	C:/Users/user/Desktop/GAMING/DC88/zenacentre.com/backbutton/mb8myc/rolfix.js	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
15:31:28	231/231	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2013%20Sep%202024%2007:31:27%20GMT	https://facket-openting.com/d/f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43.js	C:/Users/user/Desktop/GAMING/DC88/facket-openting.com/d/f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43.6.delayed	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
